News,Month,Year,label
Nuclear disarray as Europe pushes eastEU leaders mark historic expansion,5.0,2004.0,2
0,6.0,2004.0,2
0,7.0,2004.0,2
0,8.0,2004.0,2
0,9.0,2004.0,2
0,10.0,2004.0,2
The Witness of Czeslaw Milosz by Jeremy Driscoll | Articles,11.0,2004.0,2
"Tony Wood, The Case for Chechnya, NLR 30, November–December 2004",12.0,2004.0,2
0,1.0,2005.0,2
Francis leads Magic past Cavaliers 105-102,2.0,2005.0,2
0,3.0,2005.0,2
In Depth | Legacy of Pope John Paul IIContinent without borders,4.0,2005.0,2
0,5.0,2005.0,2
0,6.0,2005.0,2
0,7.0,2005.0,2
Obituary for Rosalie Kizis,8.0,2005.0,2
0,9.0,2005.0,2
0,10.0,2005.0,2
Heart of Midlothian | Who is Vladimir Romanov?,11.0,2005.0,2
The Defection of Simas KudirkaSex trafficking gang sent to jailPimps jailed over sex slavery,12.0,2005.0,1
0,1.0,2006.0,2
"Latvia Looks West, But Legacy of Soviets Remains",2.0,2006.0,2
"Vincent Vaitiekunas Obituary (2006) - Toronto, ON - The Globe and Mail",3.0,2006.0,2
0,4.0,2006.0,2
UK’s biggest fiddle event announces full line-up,5.0,2006.0,2
0,6.0,2006.0,2
0,7.0,2006.0,2
Essex - Features - Essex at 20: Tony Mortimer,8.0,2006.0,2
Group B reviewStuttering Italy held 1-1 by LithuaniaEngland | West Midlands | Cyclists gear up for hospice ride,9.0,2006.0,2
Student Star: Terence Milstead,10.0,2006.0,2
0,11.0,2006.0,2
Reflecting in RigaProgrammes | Panorama | My fake passports and me,12.0,2006.0,2
0,1.0,2007.0,2
0,2.0,2007.0,2
Paris Journal: Photos of a Vanished World,3.0,2007.0,2
The $18-Million Dollar Headache,4.0,2007.0,2
The Languages of Vilnius,5.0,2007.0,2
Crucible of hate,6.0,2007.0,2
0,7.0,2007.0,2
0,8.0,2007.0,2
0,9.0,2007.0,2
0,10.0,2007.0,2
0,11.0,2007.0,2
0,12.0,2007.0,2
0,1.0,2008.0,2
Meet Egle Staisiunaite,2.0,2008.0,2
0,3.0,2008.0,2
NATO: What Is A Membership Action Plan?,4.0,2008.0,2
0,5.0,2008.0,2
Losing Lithuania: The end is near for Brockton’s VillageQUIRK TAKES A roundup of vaguely related sports news,6.0,2008.0,2
Lithuanian discus thrower eyes third goldNike Hyperdunk Olympic Series,7.0,2008.0,2
"Kobe Bryant’s stellar defense leads way as U.S. tops LithuaniaMen jailed over assassin kit gunsAalborg and Dinamo win, Rangers held to draw'Embarrassing' lack of response to Nazis in NZ",8.0,2008.0,1
0,9.0,2008.0,2
0,10.0,2008.0,2
0,11.0,2008.0,2
0,12.0,2008.0,2
"Ideas in FluxHelen Suzman, leading anti-apartheid figure, dies at 91",1.0,2009.0,2
0,2.0,2009.0,2
The Kiev Regional Conference,3.0,2009.0,2
"Ribery goal does it again for France over Lithuania'France Ribéry' captivates a nationMan, oh, Manischewitz: Venerable company revolutionized matzo makingWrestling: Edgar Yenokyan vs. Siarhei Pernikau in 1/4 final",4.0,2009.0,2
0,5.0,2009.0,2
0,6.0,2009.0,2
Jail for Newport sex traffickers who sold woman for £2000,7.0,2009.0,1
BBC News | Nato expansion,8.0,2009.0,2
Poland marks anniversary of WWIIUK | England | Cambridgeshire | Teenager murdered father of five,9.0,2009.0,2
Lunch with the FT: Dalia Grybauskaite,10.0,2009.0,2
End of Communism Cheered but Now with More ReservationsChapter 10. Rating Country Conditions and LeadersChapter 7. NationalismChapter 9. Rating the EU and NATOGinta Petra – new head of the German Baltic-Chamber of Commerce in LatviaChapter 8. Views of Other Countries and OrganizationsChapter 4. Economic Values,11.0,2009.0,2
0,12.0,2009.0,2
0,1.0,2010.0,2
Jennings holds off strong Lithuanian,2.0,2010.0,0
0,3.0,2010.0,2
0,4.0,2010.0,2
0,5.0,2010.0,2
Amber Road Cafe is a hidden gem in Canton,6.0,2010.0,2
Worcester gets a new twin - and it's not Gaza City,7.0,2010.0,2
Lithuania's goalkeeper conveyor beltLithuanian Balciunaite is the marathon woman,8.0,2010.0,2
"Lithuania: The Coronian Spit, a treasure on the Baltic SeaCheerleaders in Istanbul Cover Up to Respect Iranian SensibilitiesScots warn Lithuania not to target David WeirInternational success for UQ rowers",9.0,2010.0,2
Lithuanian blonde island plan raises eyebrows‘Al Jaffee’s Mad Life’ Tells the Illustrator’s StoryLatfood begins export of potato chips to Lithuania and EstoniaNurturing students for a hundred-some years,10.0,2010.0,2
How the world’s most improved school systems keep getting better,11.0,2010.0,2
"- International Chess Tournament ""Vladas Mikenas - 100""",12.0,2010.0,2
"FK Smederevo Stadium, SmederevoRumor du jour: Mirza Begic to Real Madrid nearly a done deal",1.0,2011.0,0
0,2.0,2011.0,2
0,3.0,2011.0,2
Uefa report details hate crime in Euro 2012 hosts Poland and Ukraine,4.0,2011.0,1
Lithuania's Soviet nostalgia: back in the USSRA tough draw for the Fed Cup national team,5.0,2011.0,2
Inflate-A-Mate Race With Blow-Up Dolls Blows Up Big In LithuaniaMcDonald’s Maltese operator granted ‘open brief’ in Greece,6.0,2011.0,2
"Syria: 'Hundreds of thousands' join anti-Assad protestsRabbi Chaim Stein led Telshe Yeshiva: news obituaryClinton Says Time Running Out for AssadCandy ""Gotina"" named most popular Latvian food product in LithuaniaSky is the limit for Malta's best BriffaBosnians stronger for Emir Preldžić",7.0,2011.0,2
Smells like Lithuanian spirit – parfumiers bottle essence of a nationVilnius mayor crushes car parked in cycle laneThe Essence of a Country: Lithuania’s National Scent Gets BottledWATCH: Lithuanian Mayor Uses Tank To Crush Car In Bike LaneEU borders open to Kaliningrad citizensLithuanian mayor crushes luxury car parked in bike lane with a tankVideo: Lithuanian Mayor Crushes a Mercedes S-Class with an Armored Troop CarrierBelarus Unimpressed by Putin Unification Call,8.0,2011.0,2
Vilna Ghetto Recalled in Yiddish SongsLithuanian sex slave's bid to escape Great Yarmouth trafficker,9.0,2011.0,1
"Vijender Singh crashes out as Jai Bhagwan moves into Round 2Eye Heart Brains, A T-Shirt To Help Fund Brain Cancer Research",10.0,2011.0,2
Lithuanian president Dalia Grybauskaite on the future of the euroGintaras Butkus jailed in Cornwall boat killing caseMilitary Photos C-27J Spartan,11.0,2011.0,1
"Transnistria talks resume, with few expectationsHumanoid robots go on showJunior Eurovision Gallery : Dress Rehearsal""Ben Shahn: Cross Media Artist/Photographs, Paintings and Graphic Arts""",12.0,2011.0,2
0,1.0,2012.0,2
The Other Dream TeamFeb. 14 Afternoon Sabbatical program incorporates love for coffee and Baroque musicThe legacy of Rabbi Mordechai Meir BryskiBirmingham double murder: Lithuanian man accused of killing Avtar and Carole Kolar found deadMigrants to start new life in Norway,2.0,2012.0,2
"Drama on ice, take two: American skater hopes to represent Lithuania in Olympics",3.0,2012.0,2
"Eastern Europe's Hitler nostalgiaLithuania's chief of defense Arvydas Pocius: Current level of military funding makes me feel badFather kept abducted Salina girl away from school, doctors during 5 years in Thailand, prosecutor saysTeenager from Blackburn stabbed woman in the neck",4.0,2012.0,1
"Project of the Day: A Young DJ Promises ‘We Will Riot’Morning Report: Nevada Fires Back at Nick Diaz, Lithuanian Bodybuilder Makes MMA DebutSandringham Estate murder: Two men arrestedHazel Dormice Wonder When To Have Kids AlsoA quarter of Japanese have considered suicide",5.0,2012.0,1
0,6.0,2012.0,2
Mafia attacks Filipino cafe-owner in LithuaniaDalia Leinartė: Lithuania's standing in global gender equality is not badHearts appoint Edgaras Jankauskas as Hearts assistantV.A.Bumelis – business leader without a business but with an ambitious idea32 countries 'safe' for OFWs,7.0,2012.0,2
"Man who gave Nazi salute at a basketball match fined £2,500Undercover police arrest Lithuanian fan for alleged ‘monkey chants’ during basketball game against NigeriaUSA vs. Lithuania: Preview, Analysis, Prediction for Olympics Preliminary GameNicolas Batum scores 21 as France beats Lithuania 82-74 in Olympic basketballLatvia, Lithuania Could Join Euro Zone in 2014, Swedbank SaysBelarusian gets ax for the hammer and sickleToshack announced squad for Lithuania friendlyGay Activists Protest as Vkontakte Refuses to Offer New Relationship StatusLondon Olympics 2012: Lithuanian basketball player who made Nazi salutes and monkey chants is finedOlympic Swimming Gold Medal – link to Hedon!",8.0,2012.0,1
DREAM CATCHERCape Wind fight isn’t over for staunch opponentGojira's Joe Duplantier: My Life Story,9.0,2012.0,2
Dream highlights Lithuanian strugglesLithuania to deport Belarusian soldier under threat of executionThe Other Dream TeamBosnia's Pjanic doubtfulH&M to open in Lithuania's AkropolisTymoshenko protests on hospital floor,10.0,2012.0,2
Hungary-based Airmen write new chapter in mulitinational operations > Air Force > Article DisplayLithuania's overpopulated cities of the dead,11.0,2012.0,2
Jonas Mekas: the man who inspired Andy Warhol to make filmsStephen Spender’s Jewish Roots,12.0,2012.0,2
The new generation of organized criminals – more cunning and cautious,1.0,2013.0,2
"American-born Jaaber quits Lithuania club in cheerleader rowNato rules out Mali role but backs French interventionInterview with Ruta GedmintasRich language, poor speakers: Stigmas of speaking dialect in cityThe town that's had enough: We visit the town with the country's biggest influx of East Europeans.""Nappy"" hunters leave Norwegian baby bottoms bare",2.0,2013.0,1
Nations vie for BNP Paribas World Team Cup qualificationEP President's adviser Arnoldas Pranckevičius: “I still feel like I'm temporarily away”Formula DRIFT Announces Entry List for Motegi Racing Super Drift ChallengeRuta Meilutyte still revels in earnest toil after the London gold rushLithuanian man nabbed at E.T. Joshua Airport with over 35 cocaine pellets in stomachBroke Vladimir Romanov in ‘taxi driver’ planGladstone Primary School: An inspirational visit to the school where no pupils speak English as a first langua,3.0,2013.0,2
Lithuanian climber on her way atop Mount Everest: Edita Nichols leaves for the Himalayas,4.0,2013.0,2
My Grandfather’s Russian PassportHeadmistress of Lithuanian school in London raises her daughter a patriotMurder victim was the leader of a criminal gangGangster gunned down in front of wife at 'cash-for-clothes' businessLithuanian predator who fled arrest and raped two women in Liverpool gets lifeIrish reporters expose Lithuanians behind criminal schemes in second-hand clothing businessSlain gangster knew his killers – gardai,5.0,2013.0,1
"55th Venice Biennale, National PavilionsLouth man wanted in Lithuania walks freeLithuanian woman killed during rafting on Tara",6.0,2013.0,1
Lithuania's EU Presidency in Historical ContextMartin Audio speakers installed inside €50m Kaunas Arena in LithuaniaExhibition showcasing personal collection of Al Jolson opens July 4Lithuanian climber's death in Pakistan sends shivers across mountaineering communityLinas Agro receives Exporter of the Year Award in LithuaniaDraft Pick Nedovic Ready to Make NBA TransitionLithuanian on heroin dealing chargesQatar women’s sports chief gets top IOC award| Gulf Times,7.0,2013.0,2
"Ruta Meilutyte: Plymouth teenager is a star in LithuaniaKeyboard Thursday album review: Seamless, sparkling Leopold Godowski from pianist Konstantin ScherbakovEconomist Mikhail Khazin: The second wave of economic crisis will hit Lithuania in autumn 2014Serbia Wins Under-19 Euro Football CrownSerbia climb on to Under-19 honours boardMourinho message inspires jubilant DrulovićDrug dealer jailed over high purity cocaineTwo men wanted in connection with ‘serious offence’",8.0,2013.0,2
Kerry with EU diplomats on Syria,9.0,2013.0,2
"Lithuania Warns Russia It Might Block Access to KaliningradIrishman accused of buying arms for Real IRA has conviction overturnedMichael Campbell freed after arms plot conviction overturnedReal IRA suspect, Michael Campbell, freed from Lithuanian jailCoke Turns A City Square Green, Urges People To Take Off Their Shoes In Latest CampaignLithuania: culture recognised as significant component of social development, economic growthReal IRA suspect, Michael Campbell, freed from Lithuanian jail",10.0,2013.0,2
Eurovision 2024 Latvia: Roberto Meloni strikes back in The Voice of LithuaniaCrucial tie for Neill’s teamWhat happened at the Miss Universe 2013 Charity AuctionO’Brien kick wins it for Malta,11.0,2013.0,2
Match-fixing scandal hits Estonia football,12.0,2013.0,1
Latvia rings in New Year with entry into eurozone| Gulf Times,1.0,2014.0,0
LUKAS VERZBICAS EYES RETURN TO TOPPR N°5 - Procedure for Official Draw of the 2014 FIBA Basketball World Cup,2.0,2014.0,2
Vilija Matačiūnaitė to represent Lithuania with self-written song AttentionRussia's Seizure of Crimea Is Making Former Soviet States NervousBullying in Greek Schools Spreading Like an EpidemicYAY! Gallery presents Museyib Amirov`s solo exhibition “Two states of being”,3.0,2014.0,2
"News: Des avions de chasse de l'OTAN et de la Suède s'entraînent au-dessus de la mer Baltique, 01-Apr.-2014Has nothing changed since the cold war?Pixelmator Team Office / Plazma Architecture StudioAmericans: if Russia attacks, defend Britain – but not UkraineChuck Hagel - Asia pivot is still on",4.0,2014.0,2
"Lithuania and Poland Seek Closer Military Ties With UkraineAssociate chaplain will spend one year on administrative sabbatical in LithuaniaEU 2004 enlargement: a miracle of freedomNATO opens an air base in Estonia (video)Russia to Ukraine: Your military actions are ‘criminal’Stunning Photo of U.S. Air Force F-15C Eagle jets during Baltic Air Policing missionJonathan Wilson: Despite its inescapable past, Bosnia-Herzegovina writes new chapterJorien van der Meij & Viktorija Seijas proudly introduce Boutique de BordadoLETTER: Playing Russian roulette over Crimea",5.0,2014.0,2
Korean service just a stop on Lithuanian expatriate's odysseyEesti Post unveil new international nameCosmopolitan Magazine Uses Katy Perry Cover On All 62 EditionsLiudvikas Buklys. Rolling holders and windowsNul points!: Relive eight acts that scored zero points2ndLives Bottle Caps by Coca-Cola Transform Used Bottles into Useful Objects,6.0,2014.0,2
Indiana Pacers land 6-10 Croatian forward Damjan RudezRisky Business in UkraineIvar Segalowitz Dies At 83,7.0,2014.0,2
How WWI Changed the Map of EuropeAmbassador to Russia Is Confirmed (Published 2014)NATO fighter jets escort Russian aircraft from LithuaniaNon-EU citizens twice as likely to be unemployedGRE - Bogris aims to capitalize on big opportunity,8.0,2014.0,0
"200 Baltic public figures ask for permanent NATO bases in an open letter to ObamaSites Named for New NATO Bases in Eastern EuropeLithuanian mountaineers ascend Lithuania Peak in the PamirsObama visit to Estonia sends message to RussiansValanciunas, Lithuania fall to Australia at WCWeddings, witches and expressionists — the Curonian Spit by bicycle| Gulf TimesIncredible photo of F-16 fighter planes under sky set alight by Northern LightsVolume of illegal cigarettes exceeds 30% in Latvia; 70% in DaugavpilsIncreased Canadian military presence in eastern Europe",9.0,2014.0,2
"Brigadier General Gintautas ZenkevičiusLithuania accuses Russia over fishing boat seizureAnn Jillian to share story in Erie at the Ambassador Conference CenterU.S. to Station 'Ironhorse' Tanks on NATO's Nervous Baltic Front LineLithuania's Achema resumes full capacity as of OctoberHostelworld.com infographic reveals what a dollar will buy tourists in EuropeDeputy Minister Brakalova took part in the first conference of the project ""Bread of Peace"" in BerlinClever Photos of Potholes That Highlight the Poor State of Roads in Kaunas, Lithuania",10.0,2014.0,2
"Lithuania enacts ban on energy drinks for minors, in global first2009: KGB Spy Murdered in MoscowAnna BudeaEuroleague Basketball: Olympiacos and Panathinaikos Continue Victoriously (VIDEOS)",11.0,2014.0,2
"NATO Releases Details of its New Readiness Action PlanUS Army Plans to Send Abrams Tanks and Bradleys to Eastern EuropeBeijing's 6th Theater Olympics shifts into high gear[2]Lithuanian builder Viktoras Bruzas charged with murder of married couple at their Surrey homeAlcohol Kills 500,000 Russians Annually",12.0,2014.0,1
Eurozone's newest member: LithuaniaLatest country to join the euro areaLithuania joins Baltic neighbours in euro clubLithuania's euro expectationsWhat? This country just joined the euro zoneThe world’s obligation to end the occupationLithuanian LGBT activists think obsolete 10-litas bill could make for suggestive souvenirsLithuania joins eurozoneLatvia's minimum wage up to 360 euros a month; income tax also reduced,1.0,2015.0,2
Disinflation in EU Countries outside the EurozoneThe art of smuggling in BelarusF-18s and F-5s provide Davos World Economic Forum 2015 Air DefenseSales of non-store retailing jump in Lithuania in 2014The Summer of Sangaile wins Best Director at SundanceKane signs five-and-a-half-year Spurs deal,2.0,2015.0,0
"In Lithuania, Yiddish teacher unlikely bulwark against far rightLithuania Post moves to new logistic centreBill Reynolds: Gilvydas Biruta has traveled the world while chasing his dreamBBC shooting War and Peace in VilniusLithuanian Director Wins Sundance's World Cinema Dramatic Directing AwardRussian Ship Arctic Wolf Seized Amid Gunfire Over Poaching CrabsNordic power market a success, but faces challengesThree hours before the murder: The last showdown between Germans and Putin",3.0,2015.0,2
"Lithuania’s Curonian Spit: a strand of calm in the Baltic SeaNews - NATO, Marines exercise response force aimed at Eastern European defenseOscar-Winning Director of ‘The Artist’ Returns to Comedy RootsRussia threatens to use 'nuclear force' over Crimea and the Baltic statesLithuanian builder who brutally murdered couple as they slept jailed for lifeViktoras Bruzas jailed for stabbing Patrick Kettyle and GillianEuropean Parliament questions overabundance of MEP assistantsBooing At Eurovision: Is It Ever OK?Builder Gets Life For Stabbing Couple To DeathViktoras Bruzas pleads guilty to stabbing Fetcham couple to death as they slept",4.0,2015.0,1
"War nervesCIA whistleblower John Kiriakou calls on journalists to tell ‘full story’ of US tortureVilonia Bigfoot incident was hubbub, not riotCartoon: Putin’s Latest ActionPhoto Project Of Real People At The Seaside Proves All Bodies Are 'Beach Body Ready'Armenian women`s U-17 team left for Belarus",5.0,2015.0,2
Exercise Saber Strike 15 demonstrates international cooperation capabilitiesLithuania to Promote Local Films in Theater at Capital’s AirportBGS Lithuania Appoints Gytis Gumuliauskas as its New CEOJewish tombstones used for building across VilniusMoscow Is Disappointed with Europe’s Reaction to Ban on Officials’ Travel to RussiaEngland Under-21s: Harry Kane in European Championship squadKobe Paras and Co. face Poland to open PH campaign in Fiba Under-18 3x3 world championshipsBarnet winger Gambin starts five-day trial14 Powerful Portraits Of Men Reacting To New Mandatory Army Draft In Lithuania,6.0,2015.0,1
"4th Infantry Division temporarily relocates headquarters to LithuaniaWelcome to the JungleRomas Zabarauskas: the gay Lithuanian filmmaker making a meat-free movieLithuanian Officials Skip Local Commemoration of Kaunas Pogrom, Lietūkis Garage MassacreAll-Request Photos: Sharks, Intoxication, Guacamole, Soccer, Scalia...Romania May Restore ConscriptionTrojan Swimmers Pinzon and Dvariskyte Make A Very Funky CoupleFoxing had their trailer stolen while on tour w/ mewithoutYouAll aboard the Klaipeda Sea Festival",7.0,2015.0,2
Week in Lithuania. Education Ministry wants more classes in Lithuanian in ethnic minority schoolsLithuania: Vilnius Metro would wake sleepy residential areas up for active lifeYoung Lubavitchers Mark ‘Yahrtzeit’ of Japanese SaviorDuck race in Bourton makes a splash,8.0,2015.0,2
Legal case demands details about how CIA used windowless warehouse in Lithuania as secret prisonLithuanian prison inmates on hunger strike over smoking banGevvie Stone: Pacing for your PlacingLithuania's MRU the first European university to join Global Access Asia online course networkA herdsman of millions: An interview with Palanga’s chief lifeguardHarry Kane looks back on his dream England debutNATO scales back Baltic Air PolicingEx-Mayor blasts Mayor for airline bankruptcy,9.0,2015.0,2
"Two-Thirds of EU Countries Opt Out of GMOs, While Monsanto Is ExposedThe first person in New York to get an iPhone 6s said she's 'sick' of the 16GB modelEngland call up Dele Alli and Danny Ings for final two Euro 2016 qualifiers[VIDEO] Facelifted Fiat 500 Boat Nearly Drowns In Lithuanian RiverThe diplomacy professionLiverpool pleased with Daniel Sturridge's England exclusionRail Baltica hits buffers at Polish border / ArticleJamie Vardy: Leicester striker playing despite broken wristDele Alli gets England call upFinally! Jim Iyke Reveals His Baby Mama’s Face On Instagram",10.0,2015.0,2
An insider's guide to Vilnius: Lithuania's post-Soviet surprise packageBayonet Thrust: Enabling allies through professional relationshipsSEB projects Lithuania's GDP to grow 1.8% in 2015ALCHEMY OF COLOURS. Scagliola art works from the Bianco Bianchi collection in FlorenceA glimpse into ancient UAEPreserving our heritage,11.0,2015.0,0
Lithuanian Parliament member serves in unique wayFrance urges Lithuania to send troops to AfricaNight of 100 Elvises Returns to the Lithuanian HallLithuania Hockey Federation help Latvia back to the Hockey WorldFormer Poker Pro Not Allowed To Run For Lithuanian ParliamentFinnish Patria offers cooperation possibilities for Lithuanian industry in the IFV projectLithuania's Pauzuolis defends aeromodelling indoor aerobatics title at World Air GamesStockholm Film Festival: Lithuanian actress won Best Actress AwardTop 20 countries for best public WiFi in 2015: Lithuania and Estonia are leading,12.0,2015.0,0
The amazing survival of the Baltic MuslimsLove-rat hubby dumped me for 25st Lithuanian lookalike lover three times my sizeMalta has the highest vehicle tax rate in the EU,1.0,2016.0,2
"US, Lithuanian Soldiers come together for trainingIce skater Tobias to lose Lithuanian citizenship after becoming Israeli nationalAlien Technology Transfer plans to open office in Lithuania3rd generation Lithuanian expatriate: My experience as military conscriptTrade group considers action against ‘discriminatory’ energy drink bans2nd Cavalry Regiment, Iron Wolf military-to-military interactionImperial Alumnus swoops to World Gliding GoldUnder-Cats: cats photographed from underneath, by Andrius BurbaModern and contemporary Lithuanian artists exhibit ""Dual Identity' in Stockholm",2.0,2016.0,2
Lithuania: A Rising Star for TouristsRelease of Tapped Calls Embroils Lithuania’s Government in ControversyJoint Multinational Training Command to support Ukraine mission until 2020TBT (Throwback Thursday) in Aviation History: Estonian AirLithuania: Former President Questioned in Corruption Case4th Infantry Division MCE strengthens ties with the Romanian NFIUSeven Women Conductors Who Deserve AttentionDirty Money: U.S. pressures Latvia to clean up its non-resident banksEU fruit exported to Russia with Moldovan passportMan found with pistol and ammunition in Newark is jailed,3.0,2016.0,1
Saber Junction 16 to test readiness of airborne brigadeMan with a mission: The tireless Nazi hunter Efraim ZuroffSolving Myanmar’s Myitsone Dam ConundrumH&M launches online store in 7 new countries in EuropeList: 11 reasons why we love the Baltic Boys,4.0,2016.0,2
"TF Stilwell oversees shipment of 3rd Squadron, 2nd Cavalry Regiment equipmentLithuania’s BERSERKER Signs With Sliptrick RecordsLithuanian photographer's edgy work on display in TorontoMonthly preview: May 2016Ukrainian paratroopers complete rotation two of JMTG-U“I am a wanderer”| Gulf TimesAras Gibieza’s ride for a high",5.0,2016.0,2
"First Baltic Pavilion at Venice Architecture BiennaleLithuanian Shipping Company goes into liquidationBlunting Moscow’s Sword of Damocles Policy in the Baltic RegionRussia’s top enemies: US, Ukraine, Turkey and PolandLidl opens 15 stores across LithuaniaLithuanian citizenship: Only successful applicant is a dead JewMarlíes and Lisandro: Full speed aheadThe Benu pharmacy network uses digital signage to reinforce its brand imageBrazil Roster Named for Rome Sevens",6.0,2016.0,2
"Scientists find fabled Holocaust escape tunnel in Lithuanian forest where 100,000 were murderedHow Jewish prisoners escaped Nazis in Lithuania via secret tunnelEurope’s many alliances, reimagined as a Metro systemA town in Lithuania holds an annual beauty pageant to find the prettiest goatCalgary scientist helps locate escape tunnel at Nazi concentration campTanks, Bradleys back in the Baltics, Central and Southeastern EuropeNine Folds Make a Paper Swan by Ruth Gilligan review – tales of the Irish-Jewish experienceLithuania: Donny Montell returns to Stockholm in new music video ""Fly""",7.0,2016.0,2
Lithuania: Brother-In-Law of Kazakh Banker Ablyazov Beats ExtraditionGirl power: Lithuanian designer Justina Semčenkaitė interrogates beauty standardsFROM WODEN VALLEY TO THE LITHUANIAN NATIONAL TEAMHere’s the academic evidence on cheating in post-communist countriesThis is a new Serbia with new team chemistry - PetrusevMurphy Oscar Dorley Joins Top Lithuanian ClubLithuania’s Maxima Grupė Acquires Bulgarian Stores From Penny MarketDrifting Across The Baltics,8.0,2016.0,2
